artist,song,lyrics,genres,genre_1,genre_2,genre_3
Brooke Fraser,Last To Leave,,"pop, singer-songwriter, new zealand",pop,singer-songwriter,new zealand
Flyleaf,Something I Can Never Have,"I still recall the taste of your tears

Echoing your voice just like the ringing in my ear

My favorite dreams of you still wash ashore

Scraping through my head 'til I don't want to sleep anymore



You make this all go away

You make this all go away

I just want something

I just want something I can never have



You always were the one to show me how

Back then I couldn't do the things that I can do now

This thing is slowly taking me apart

Grey would be the color if I had a heart



Come on tell me

You'll make this all go away

You'll make this all go away

I'm down to just one thing

And I'm starting to scare myself

You'll make this all go away

You'll make this all go away

I just want something

I just want something I can never have



In this place it seems like much a shame

Though it all looks different now

I know it's still the same

And everywhere I look you're all I see

Just a fading reminder of who I used to be



Come on tell me

You'll make this all go away

You'll make this all go away

I'm down to just one thing

And I'm starting to scare myself

You'll make this all go away

You'll make this all go away

I just want something

I just want something I can never have

I just want something I can never have","cover, alternative rock, female vocalists",cover,alternative rock,female vocalists
Sandi Patty,In Majesty He Will Come,,"christian, praise and worship, female vocalist",christian,praise and worship,female vocalist
Sandi Patty,Love In Any Language,,"christian, praise and worship, female vocalist",christian,praise and worship,female vocalist
Sandi Patty,You're Such a Comfort To Me,,"christian, praise and worship, female vocalist",christian,praise and worship,female vocalist
Point of Grace,"Emmanuel God With us/ O Come, O Come Emmanuel","She lit a candle in a downtown cathedral

Quietly confessing, counting on a blessing

She looked as if she had nowhere to go

I could see her weeping

Hands together hoping you would hear... 



This is the time of year

We hold our families near

But God let us be a friend to the hurting 



Oh Emmanuel, God with us

Spirit revealed in us

That we may be your hope to the world

Oh Emmanuel, God with us

With a light to break the darkness

That we may show your hope to the world

Emmanuel, God with us

Be God in us 



I moved in closer just so I could see her face

Maybe she was a mother

Someone's only daughter

Her silver hair shimmered like the snow

Christmas bells were ringing

Now beside her kneeling I asked her name 



(And she said)

This was the time of year

I had my family near

But they've all gone and I have been so lonely 


[Chorus]



So with my family that Christmas day

A girl of sixty years would laugh and play

And as we watched her dance our eyes were full of tears...","christian, female vocalists, pop",christian,female vocalists,pop
Point of Grace,Promise My Prayers,,"christian, female vocalists, christian pop",christian,female vocalists,christian pop
Stacie Orrico,With A Little Faith,"I'd say I'm always happy if you want me to

But sometimes it's not the case

My life is not as perfect as it seems to be

It's simply God's amazing grace

I'm here to finally let you know

What keeps me hanging on

What keeps me going strong

I'm here to share His love with you

There is no need to fear to live this life of love




[Chorus:]

With a little faith, with a little love

I know we can make it 

I know we can make it

With a little help sent from God above

I know we can make it

I know we can make it through



I know what it takes to be yourself

Instead of when they put you down

I can't understand why you choose to hide

When you should run to the strength I found

If only you'd see for yourself

Then you could know the one 

Who loves you so much more

If only I could help you out

But God's the only one 



What are you waiting for




[Repeat chorus]



It seems to wash away

Can't find a will to go on

But I am here to say there's hope

You must carry on

Jesus will light your way

He'll give you all that you need

No need to be afraid all you've got to do is believe




[Repeat Chorus]","pop, christian, female vocalists",pop,christian,female vocalists
Delirious,Free,"I'm feeling fine

'Cause there's nothing that I wanna change

I'm right on time

For the atmosphere to re-arrange

'Cause I've got wings so watch me fly



And I'm free to be the man you want me to be

I'm alive when I'm alive in you

And I'm free to be the one you said I could be

I'm alive 'cause you're alive, I'm alive when I'm alive in you



Lord, you've let me see

I need strength to let you carry me

And love was right on time

When faith and hope were on the line

'Cause I've got wings so watch me fly



And I'm free to be the man you want me to be



I'm alive when I'm alive in you

And I'm free to be the one you said I could be

I'm alive 'cause you're alive, I'm alive 'cause you're alive, I'm alive 'cause you're alive in me



You're all I ever want

You're all I ever need

Is all I ever want

Is to be free



Free to be the one you want me to be

I'm alive when I'm alive in you

And I'm free to be the one you dreamt I could be

I'm alive 'cause you're alive, I'm alive 'cause you're alive

I'm free

I'm alive in you



Ooh ooh ooh...","psytrance, christian, thrash metal",psytrance,christian,thrash metal
Delirious,The Crucible For Silver,"The crucible for silver

And the furnace for gold

But the Lord tests the heart of this child

Standing in all purity

God, our passion is for holiness

Lead us to the secret place of praise



Oh, Lord



Jesus, holy one

You are my hearts desire

Yes, Lord - spoken

King of kings, my ev'rything

You've set this heart on fire



Oh, yeah



Jesus, holy one

You are my hearts desire

Yes, Lord - spoken

King of kings, my ev'rything

You've set this heart on fire



Father take our offering

With our song we humbly praise You

You have brought Your holy fire to our lips

Standing in Your beauty Lord

Your gift to us is holiness

Lead us to the place where we can sing



Oh, lead us, Lord



Jesus, holy one

You are my hearts desire

Yes, Lord - spoken

King of kings, my ev'rything

You've set this heart on fire



Jesus



Jesus, holy one

You are my hearts desire

Yes, You are - spoken

King of kings, my ev'rything

You've set this heart on fire



You've set my heart on fire

Take me to the place where I'll be free

Oh, Lord

The place where I can see Your love, Your light



Jesus, holy one

You are my hearts desire

Yes, Lord - spoken

King of kings, You're my ev'rything

You've set this heart on fire



Oh yeah, I feel Your love

I need Your love now

Take me, Lord, to the place where I can be free

I need Your love

I need Your love

I need to see You, Lord, in Your presence



Jesus, holy one

You are my hearts desire

King of kings, You're my everything

You've set this heart on fire","psytrance, christian, thrash metal",psytrance,christian,thrash metal
Jaci Velasquez,Get Out Of Myself,,"christian, female vocalists, contemporary christian",christian,female vocalists,contemporary christian
Jaci Velasquez,Speak For Me,"What have I to offer

To a world in need

Yet for some unknown reason

You have chosen me



Lord You've set my journey

You've prepared the way

Still, I'm desperate for the words to say



All I am is willing

All I have is in Your hands



Speak for me, this my plea

Say the words I can't express

Sing for me a heavenly melody

That the people will be blessed

Speak for me



Every brief encounter

That You send my way

Is it just to show the love You gave me?

I see their troubled faces

A hunger deep inside

Lord, I depend on You to touch their lives



Light what burns within me

Let Your truth shine through my life




[Bridge 3 & 4]



Sing for me, set me free

And they will see Your holiness

Speak for me



('Cause Your love will lead them on to heaven's gate

Where they can look upon Your face)




[Bridge 6]



You're all I have to offer to a world in need.","christian, female vocalists, contemporary christian",christian,female vocalists,contemporary christian
Eterna,Hard Life,,"power metal, progressive metal, christian metal",power metal,progressive metal,christian metal
Take 6,Everybody Ought To Know,,"a capella, vocal, david thomas",a capella,vocal,david thomas
Take 6,Wade In The Water,,"gospel, jazz, a capella",gospel,jazz,a capella
As I Lay Dying,Forced To Die,"Exhausted beyond repair

Stripped of all I had

Forced to die inside

Now I breathe a renewed Life

It is now I see without my eyes

If this is what it takes

To bring me to my knees

Then feed me pain until

I realize I am but a slave

Remind me of my need for You

Remind me of who I am","metalcore, metal, melodic death metal",metalcore,metal,melodic death metal
As I Lay Dying,When This World Fades,"You meant the world to me

All I have now is memories

Your love brought joy to my heart

You meant the world to me

Tears of sorrow stream from my broken soul

But I will see you again

When this world fades away

I will see you again","metalcore, hardcore, metal",metalcore,hardcore,metal
Selah,Oh Draw Me Lord,"Oh, draw me, Lord

Oh, draw me, Lord

Oh, draw me, Lord

And I'll run after You




[Repeat]","christian, contemporary christian, worship",christian,contemporary christian,worship
Leeland,Hey,"I'd give myself to find You 

Stumble and fall to see You 

You're worth it all 

To me You are 

I'd swim across the stormy seas 

And scream it from the mountain peaks 

You're worth it all 

To me You are 



(And I said) 

Hey You're the one 

That I've been looking for 

And I found You here 

And I found You here 



Thinking back on all the times 

I passed You by with blinded eyes 

I thought that I 

Would be just fine 

Tripping over all my lies 

I saw you there with no disguise 

You're worth it all 

To me You are 



Do you see my celebration 

For this open invitation to Your arms, Your arms 

It's a beautiful fixation 

As I find myself surrounded by Your love, Your love","christian, christian rock, happy",christian,christian rock,happy
Andy Mineo,Everyday Thing,"My name's Johnny

This ain't a Sunday thing, a once in a while thing

Maybe if my emotions get high enough thing, it's

Everyday Thing



God don't owe me anything, I owe Him everything

They try to put Him in a box like a wedding ring

He came out, oh dear, no venison

Our sin is disease, Jesus is still the medicine

That's why these bars hard to explain,

So I calculate my rhymes, sorta like a chess game

I'm tryna balance all my art and theology

So when it comes out of me, I represent properly

Three persons, one God, no apostrophe S's

Progressing with caution, slow talkin'

Quick to listen, with sick precision Jesus fix my vision

Man I don't care if you Christian, you're wack with what you're spittin'

I ain't writin' you no mediocre pass, pimpin'

This is art, it don't have a religion, they try to pigeon-hole me

Say I'm too holy to show face

I don't come around 'cause y'all just wanna see my old ways

I'm on a new path, I'm chuckin' up the peace sign

They throw it back without the index, what could I expect

Hate my master, then they gon' hate me too

Wish death upon me, well I'm just prayin' for you



We walk it out, we gettin' it,

Ain't no days off, man we livin' it

Everyday thing, every-everyday thing

Yo it's an Everyday thing, every-everyday thing

We walk it out, we gettin' it,

Ain't no days off, man we livin' it

Everyday thing, every-everyday thing

Yo it's an Everyday thing, every-everyday thing



I'm tryna die hard, I Bruce Willis on 'em

Got living waters like rivers, so I fill up on 'em

Ladies go to the club, let dudes feel up on 'em

You do that anywhere else and that's a real problem

They violating they own codes of ethics

I'm leavin' the studio, while you're fixing your breakfast

Then I Waco and read the Texas, you know

Spurgeon, Oswald, and both testaments

I'm feelin' excellent, came home from Cali

Where I hit a BMW and even left a dent

It kept from a show out in San Diego

But God knows it coulda been worse, so I'm grateful

I escaped without injury, missing a few pesos

There goes what I just made at my show, shoot

But with the Savior I got favor like playin' rock, paper

With Edward Scissorhands, man I could never lose

I'm winning, he won one in the beginning, God

Stopped the sentence, isn't it so evident

It's all about him from the first verse of Genesis

He The Beginning and The End and the Present tense



We walk it out, we gettin' it,

Ain't no days off, man we livin' it

Everyday thing, every-everyday thing

Yo it's an Everyday thing, every-everyday thing

We walk it out, we gettin' it,

Ain't no days off, man we livin' it

Everyday thing, every-everyday thing

Yo it's an Everyday thing, every-everyday thing",,,,
For Today,Molotov,"Burn it down!

I see the dawning of a movement of the kids who won't concede

To a culture of deception; and a spark is all we need.

I see the dawning of a movement of the kids who won't concede

To a culture of deception; and a spark is all we need

To see a revolution in a culture that's living a lie.

Still, this is our generation, and still, we will not watch it die.



Out in the streets we run, with the fire of conviction,

And we let it shine.

We burn every structure down, that stands for our destruction.

Liberate your mind!

And we will always believe:

They can see our banner waving high, so let your fire burn tonight.

And as the city sleeps, in the empty streets, there's a flame lighting up the sky!



There is a system designed to destroy us.

We'll send it back to hell!

I'll watch it burn to the ground.

Burn it down!

I'll watch it burn to the ground;

And freedom will rise from the ashes.



Burn it down!

I see the dawning of a movement of the kids who won't concede

To a culture of deception; and a spark is all we need.

I see the dawning of a movement of the kids who won't concede

To a culture of deception; and a spark is all we need

To see a revolution in a culture that's living a lie.

Still, this is our generation, and still, we will not watch it die.



And we will always believe:

They can see our banner waving high, so let your fire burn tonight.

And as the city sleeps, in the empty streets, there's a flame lighting up the sky!

They can see our banner waving high, so let your fire burn tonight.

And as the city sleeps, in the empty streets, there's a flame we see burning bright!","metalcore, 2014, hardcore",metalcore,2014,hardcore
Heritage Singers,Farther Along,,"christian, gospel, heritage singers",christian,gospel,heritage singers
Heritage Singers,Temporary Home,,"christian, gospel, heritage singers",christian,gospel,heritage singers
Kutless,Come Back Home,"How long till you come to the end of your reckless streak

How long till the freedom weighs you down

How long till your heart figures out that you need me

How long until you turn around



When you come back home

Iâll be running out to meet you

When you come back home

Youâll find that Iâve never left you

Youâll see every wrong turn every bridge youâve burned

Itâs all forgiven and gone

When you come back home

When you come back home



I wanna see that face that Iâve been missing so much

I want to wrap my arms around your neck

I want to welcome you back to the place where you belong

I want to show you love has never left



Iâve paid the price so have no fear

Thereâs nothing but mercy here yeah



Mercy is waiting

When you come back home","rock, alternative, christian rock",rock,alternative,christian rock
Kutless,Redeemer,"Oh Lord, You're beautiful 

Your face is all I see 

And when Your eyes, are on this child 

Your grace abounds to me 



There is a redeemer, Jesus God's own Son 

Precious Lamb of God Messiah 

Holy One 



Thank You oh my Father 

For giving us Your Son 

And leaving Your Spirit till 

The work on earth is done 



Thank You oh my Father 

For giving us Your Son 

And leaving Your Spirit till 

The work on earth is done 



Hallelujah...","christian rock, ballads, alternative rock",christian rock,ballads,alternative rock
Underoath,Anyone Can Dig A Hole But It Takes A Real Man To Call It Home,"I'm no leader, I'm just a mess

It's not the way it's supposed to be

It's just the way that it is

I'm afraid we're all victims here

And I'm the one who's in charge

I've led us all astray again

Oh, how the blood thickens

Are we too far gone?

Are we too far gone?



We always assume the worst

We always assume the worst

I'm afraid no one's listening anymore



I'm freaking out, I'm so sick

I'm making me sick

Don't look down, don't look down



The only thing in my way is myself

I'm just thinking out loud, I'm just thinking

How can I still be alive?

I should've been gone so long, so long ago



I can't get away from it all

I messed up like I always do

I gave you nothing, I took you nowhere

You're still listening

I gave you nothing, I took you nowhere

You're still listening



The world around me has taken a turn for the worse

I'm left alone, climbing to the top

Should I jump, should I stay?

Can I make another day?

Should I jump, should I stay?



I am the one who's wrong

I am the one who's wrong

I am the one who's wrong

I am the one who's wrong

God, forgive me","metalcore, post-hardcore, hardcore",metalcore,post-hardcore,hardcore
Underoath,There Could Be Nothing After This,"In the end we tend to think of how it began

I could never explain the picture it painted

And how it made me feel

Now the ceiling is in motion

The light centered and overlooked

You want to see me disappear

Well, so do I, well, so do I



Such a quiet evaporation



We're nothing but hollow vessels

In search of what makes us alive

I never said this was my revolution

When you looked me in the eye

Oh, how I've walked this white line

So many times before

What a feeble attempt

Just to feel alive



This is for you and all your hopeless case

You never would, you never would

Leave me in your wish to fail every time

Every time I try



So talk about, talk about it

At least it makes you feel something

Inside

Who have I become

Who have I become



Oh, God, everything, everything

All around me is crumbling at my feet

Everything, everything

All around me is crumbling at my feet



I stare, so delicate and ashamed

At the shell I've shed myself from

I stare, so delicate and ashamed



In the eyes, in the eyes of my ghost

(This is for you and your hopeless case)

In the eyes, in the eyes of my ghost

(This is for you and your hopeless case)



And I will never look back

I will never

And I will never look back again","post-hardcore, metalcore, screamo",post-hardcore,metalcore,screamo
Jimmy Needham,Rend,"You've been tarnished 

And you've been stained 

And all the varnish you've used to cover up with is peeling away 




[Chorus]

Yet even now, return to me with nothing less 

Than your wounded, broken heart 

And cling to Me, your gracious King 

Be shattered glass of empty jars and rend 

Rend, rend, rend 

Rend your hearts 



You've been tarnished 

And you've been stained 

And all the varnish you've used to cover up with is peeling away 




[Chorus]



I don't need a grand display 

Show me that your heart has changed 

I don't need a show 

Only just to know your own heart breaks 




[Chorus]",,,,
Rachael Lampa,Loving You,,"christian, female vocalists, pop",christian,female vocalists,pop
Brian Littrell,One Last Cry,,"heaven, longing, stimme",heaven,longing,stimme
Shawn Mcdonald,Naturally,"You don't have to tell me how to breathe

You don't have to tell me how to breathe

I do it naturally

I do it naturally



You don't have to tell me how to dance

You don't have to tell me how to dance

I do it naturally

I do it naturally



'Cause this body of mine

Knows just what to do

I keep on wrestling with perfection

Till the better part of me comes shining through

Just give it time

And you will see

That we're living and we're learning

While the world keep right on turning

It happens naturally



You don't have to tell me how to dream

You don't have to tell me how to dream

I do it naturally

I do it naturally



Yes you don't have to tell me how to think

You don't have to tell me how to think

I do it naturally

I do it naturally



'Cause this body of mine

Knows just what to do

I keep on wrestling with perfection

Till the better part of me comes shining through

Just give it time

And you will see

That we're living and we're learning

While the world keep right on turning

It happens naturally



Just trying to feel

Through the thick and the real

And it might take the rest

Of my life

Just doing our best

This heart in my chest

Keeps beating and dreaming

Inside of...



This body of mine

Knows just what to do

I keep on wrestling with perfection

Till the better part of me comes shining through

Just give it time

And you will see

That we're living and we're learning

While the world keep right on turning

It happens naturally



You don't have to tell me how to breathe

You don't have to tell me how to breathe

I do it naturally

I do it naturally","christian, acoustic, worship",christian,acoustic,worship
Hillsong Kids,Get Up And Dance,,"kids, hillsong, australian worship",kids,hillsong,australian worship
Jon Foreman,Side By Side,"The best me

Is unafraid

When I'm deeply aware of

The love of the maker that made me



And the best you

Is honest

When I finally start to believe

In the promise you promised



And maybe, somewhere deep inside

Under the fake me, underneath on my pride

Is more than a daydream

Where I finally find the missing piece

That I've been looking for



Where you and I

As different as snowflakes

Side-by-side

Start to melt into something

You and I

We'll find the ocean we come from

Where you and I

Like a symphony ringing

Side-by-side

My drums and your singing

You and I

We'll find the ocean we come from



Side by side...



The best you

Is free

Where you're beautiful inside and out

Without trying to be anything



The best me

Ain't broken

When I'm not trying to defend who I am

Against lies that were spoken



And lately

I get a feeling inside

Thinking that maybe

I might see you in my eye

More than a daydream

Where I finally find the missing piece

That I've been looking for



Where you and I

As different as snowflakes

Side-by-side

Start to melt into something

You and I

We'll find the ocean we come from

Where you and I

Like a symphony ringing

Side-by-side

My drums and your singing

You and I

We'll find the ocean we come from



Side by side...



How we spend out time

Is how we spend our lives

Is who we become

Is how we spend our time

Oh, the irony

Friends and enemies

We'll all be buried

Side by side","acoustic, christian, folk",acoustic,christian,folk
Jon Foreman,She Said,"Looking for reasons

To believe instead of doubt

A way in instead of out

Thereâs got to be a reason



Looking for answers

For the hatred and pain

When they both start to feel the same

Thereâs got to be a reason



Only one breath at a time, she says

All my tears are falling on the floor, she says

Iâve never felt it rain like this before, she says

Iâll sing these black eyed blues into the storm instead

Iâll be waiting for the new eyes to arrive

One breath at a time

One breath at a time



Kings and queens and little dreams

Are stuck inside these nightmares sometimes, sometimes

And a fairytale, she claims, seems so far away from where she was tonight

Sometimes



I hear her talking to herself in bed

All my tears are falling on the floor, she says

Iâve never felt it rain like this before, she says

Iâll sing these black eyed blues into the storm instead

Iâll be waiting for the new eyes to arrive

One breath at a time



Oh, one breath at a time

Oh, one breath at a time

Oh, one breath at a time



Oh, and Iâm holding on to you

And I wonât let go

Youâre the only thing thatâs true

And I wonât let go

Youâre the only thing thatâs true

In this whole world of black eyed blues

And disillusioned points of view

When the pain feels like a knife, she says

Iâm not letting go tonight, she says



Oh, she says

Oh, she says

Iâll be waiting for the new eyes to arrive, she says

She says

Oh, she says

Oh, she says

Oh, she says

Iâll be waiting for the new eyes to arrive","indie, acoustic, christian",indie,acoustic,christian
The Clark Sisters,Because Of You,,"gospel, female vocalists, clark sister",gospel,female vocalists,clark sister
The Clark Sisters,Made,,"gospel, female vocalists, clark sister",gospel,female vocalists,clark sister
The Clark Sisters,When Joy And Sorrow Meet,,"gospel, female vocalists, clark sister",gospel,female vocalists,clark sister
Youthful Praise,I Know The Lord Will Make A Way,,"gospel, contemporary gospel, youthful praise",gospel,contemporary gospel,youthful praise
Youthful Praise,The Blood,,"youthful praise, gospel, contemporary gospel",youthful praise,gospel,contemporary gospel
Group 1 Crew,Movin',"On your mark, get set, here we go

Time to make your future unfold

And put aside what's killing growth

You know what's best for ya so let's go

Holla back if you really feel me

Holla back now if you are with me

No time to waste the clock is tickin'

Enough wishin the wells out of commission

It ain't no superstition

No need to make your prediction

Your destiny is in your possession

How bad u want it is the question




[Chorus]

If you really wanna move you got to get movin'(movin, movin),

got to get movin', nothin left to do except to just do it (do it, do it), got to just

do it., if you want it want it go and go and get it get it, you don't have to wait anymore I

can hear him calling, step through the door, where anything is possible




[Post Chorus]

We're on a mission a mission to bring you what you're missing no superstition this vision has intuition



I get, irate take the whole cake when, you hate I levitate then, migrate to a mind state when,

he appropriates a new faith hey we came just to change the whole game and we aim to maintain

the one name that, you've heard whispered among listeners hit nerves that ba ba burn like perm

fixtures yes sir, I'm about to paint a picture to get yer mind around divine elixirs sisters,

and gentleman alike there's a brand new dance tonight now get it hype




[Bridge]

We're going live on the mic tonight in the studio, speaking truth and life into your stereo




[Outro]

You don't have to wait anymore its all yours for sure, let your faith walk it out now, walk it out now","hip hop, rap, christian",hip hop,rap,christian
Krystal Meyers,Feels So Right,"I think I found the one

New life in my lungs

I'm guessing this is love

Pumping through my veins

Killing all my pain

You're the remedy to my heartbreak

Wouldn't have it any other way

Hope this never dies...



Nothing else feels so right

Every time you look at me I'm on a high

I need your loving 'cause it makes me feel alive

With the music playing it's so easy to believe that

Nothing else feels so right



I feel a little strange

You go straight to my brain

Drivin' me oh so crazy

(Crazy, crazy, cr-cr-crazy)

Between the sound and lights

You got me hypnotized

And if there never comes a sunrise

Well, that'd be just fine

This will never die...



I'm hanging on every word you've said

You're the song stuck in my head

And I love it

I'm guessing this is, this is love",,,,
Evanescence,Lost In Paradise,"I've been believing in something so distant

As if I was human

And I've been denying this feeling of hopelessness

In me, in me



All the promises I made

Just to let you down

You believed in me, but I'm broken



I have nothing left

And all I feel is this cruel wanting



We've been falling for all this time

And now I'm lost in paradise



As much as I'd like the past not to exist

It still does

And as much as I'd like to feel like I belong here

I'm just as scared as you



I have nothing left

And all I feel is this cruel wanting



We've been falling for all this time

And now I'm lost in paradise



Run away, run away

One day we won't feel this pain anymore



Take it all away

Shadows of you

Cause they won't let me go



Until I have nothing left

And all I feel is this cruel wanting



We've been falling for all this time

And now I'm lost in paradise



Alone, and lost in paradise",,,,
Evanescence,Made Of Stone (Renholdër Remix),,"alternative, rock, gothic rock",alternative,rock,gothic rock
The Cure,Just Like Heaven,,"80s, new wave, post-punk",80s,new wave,post-punk
The Cure,Babble,,,,,
The Cure,Home,,,,,
The Cure,Out Of Mind,,"new wave, post-punk, 80s",new wave,post-punk,80s
The Cure,The Crying Game,,"new wave, post-punk, 80s",new wave,post-punk,80s
The Cure,World In My Eyes,,"cover, rock, new wave",cover,rock,new wave
Marilyn Manson,Prelude (The Family Trip),"There's no earthly way of knowing

Which direction we are going

There's no knowing where we're going

Or which way the wind is blowing

Is it raining? Is it snowing?

Is a hurricane a-blowing?

Not a speck of light is showing

So the danger must be growing (Growing)

Oh, the fires of hell are glowing

Is the grisly reaper mowing?

Yes! The danger must be growing (Faster! Faster!)

For the rowers keep on rowing (Faster! Faster!)

And they're certainly not showing (Faster! Faster!)

Any signs that they are slowing (Faster! Faster!)

Stop the boat","industrial, metal, rock",industrial,metal,rock
Marilyn Manson,Dungeon Master (Teen Dabbler) (Demo 1993),,"industrial metal, industrial, metal",industrial metal,industrial,metal
Marilyn Manson,Minute Of Decay,,"industrial metal, industrial, rock",industrial metal,industrial,rock
Marilyn Manson,The Bright Young Things,"We'll be the worms in your apple pie

Fake abuse for our bios, blacken our own eyes

Grass isn't greener on the other side

We set it on fire and we have no reason why



Set fashion, not follow

Spit vitriol, not swallow

Set fashion, not follow

Spit vitriol, not swallow



Good for nothing

But being everything that's bad, bad, bad

Good for nothing

But being everything that's bad, bad, bad



We know who we are and what we wanna say

And we don't care who's listening

We don't rebel to sell, it just suits us well

We're the bright young things



Got my villain necktie and a mouth of hi-fi

So sharp, I'm bleeding from my Judas Hole

Arch Dandy no-goodnik and I'm headed for Crashville

Most monster with the groan box in the ""Meat Show""



Set fashion, not follow

Spit vitriol, not swallow

Set fashion, not follow

Spit vitriol, not swallow



Good for nothing

But being everything that's bad, bad, bad

Good for nothing

But being everything that's bad, bad, bad



We know who we are and what we wanna say

And we don't care who's listening

We don't rebel to sell, it just suits us well

We're the bright young things



Crashing the ether, we got the loudest stereotype

Even neophytes deep six your pro-life

We don't need to move a single prayer bone

We're so beautiful and damned, simply as a ""still-life""!



Perpetual rebellion with absolutely no cause

Perpetual rebellion with absolutely no cause

Perpetual rebellion with absolutely no cause

Perpetual rebellion with absolutely no cause

Stop the song and remember what you used to be

Somebody that could fucking impress me



We know who we are and what we wanna say

And we don't care who's listening

We don't rebel to sell, it just suits us well

We're the bright young things

We know who we are and what we wanna say

And we don't care who's listening

We don't rebel to sell, it just suits us well

We're the bright young things



Good for nothing

But being everything that's bad, bad, bad

Good for nothing

But being everything that's bad","industrial metal, industrial, metal",industrial metal,industrial,metal
Nightwish,Amaranth,"Baptized with a perfect name

The doubting one by heart

Alone without himself

War between him and the day

Need someone to blame

In the end, little he can do alone



You believe, but what you see

You receive, but what you give



Caress the one, the never-fading rain in your heart

The tears of snow-white sorrow

Caress the one, the hiding amaranth in a land

Of the daybreak



Apart from the wandering pack

In this brief flight of time

We reach for the ones who ever dare



You believe, but what you see

You receive, but what you give



Caress the one, the never-fading rain in your heart

The tears of snow-white sorrow

Caress the one, the hiding amaranth in a land

Of the daybreak

Caress the one, the never-fading rain in your heart

The tears of snow-white sorrow

Caress the one, the hiding amaranth in a land

Of the daybreak



Reaching, searching for something untouched

Hearing voices of the never-fading calling (Calling, calling)



Caress the one, the never-fading rain in your heart

The tears of snow-white sorrow

Caress the one, the hiding amaranth in a land

Of the daybreak

Caress the one, the never-fading rain in your heart (Caress the one)

The tears of snow-white sorrow

Caress the one, the hiding amaranth in a land (Save me)

Of the daybreak (Daybreak)","symphonic metal, gothic metal, metal",symphonic metal,gothic metal,metal
Nightwish,Gethsemane,"Toll no bell for me, Father

But let this cup of suffering pass from me

Send me no shepherd to heal my world

But the angel, the dream foretold

Prayed more than thrice for You to see

The wolf of loneliness in me

Not my own will but Yours be done



You wake up. Where's the tomb?

Will Easter come, enter my room?

The lord weeps with me

But my tears fall for you



Another beauty

Loved by a beast

Another tale of infinite dreams

Your eyes. They were my paradise

Your smile made my sun rise

Forgive me, for I don't know what I gain

Alone in this garden of pain

Enchantment has but one truth:

I weep to have what I fear to lose



You wake up. Where's the tomb?

Will Easter come, enter my room?

The lord weeps with me

But my tears fall for you



""I knew you never before

I see you never more

But the love, the pain, the hope, o' beautiful one

Have made you mine 'til all my years are done.""



Without you

The poetry within me is dead","symphonic metal, power metal, gothic metal",symphonic metal,power metal,gothic metal
Nightwish,The Forever Moments,"The ticktock of time allows me to see

An authent to an echo

New butterfly to a cocoon

The swan to ugly duckling

The lake to an ocean



The deep times awake

As I can calm myself to yesterday

The flower has fallen its petals

Out of the petals a cradle I will



My cradle rocks with the waves of time

The time of beauty will never be the same

Falling again has no man's knowing

Please take me, take me with thee



Now I hear my mother from the deep

Sing me a lullaby of eternal sleep

With thou replant the plaster call

This and silence we seek to reborn","symphonic metal, acoustic, opera metal",symphonic metal,acoustic,opera metal
Faith No More,Faster Disco,"Styling, you know you are styling

So turn to the mirror there and blow yourself a kiss

It goes just like this

You've done it a thousand times

It's as easy as drinking wine, only now it's blood



Here it comes again

(Treating you so kind)

Here it comes again

(Leaving you no mind)

Here it comes again

Here it comes again

(Chasing away the night)



Your feelings, they flow without reason

So look to the stars above and

Blow it all away

I come without warning, yeah

Some call me morning

I wipe all your tears away, the evil ones I kill



Here it comes again

(Treating you so kind)

Till it comes again

(Leaving you no mind)

Take it all away

(Treating you so kind)

To take the night away

(Leaving you no mind)



Here it comes again

(Treating you so kind)

Here it comes again

(Leaving you no mind)

Chasing the night away

(Treating you so kind)

Chasing the night away

(Leaving you no mind)

Chasing the night away

Chasing the night away

Chasing the night away

Chasing the night away","alternative metal, alternative, rock",alternative metal,alternative,rock
Faith No More,The Grade,,"alternative rock, rock, alternative metal",alternative rock,rock,alternative metal
Placebo,Bosco,"I love you more than any man, but something's getting in the way

I do you harm because I can for the second time today

Victims we are not of happenstance, but you're a victim all the same

Stuck inside a circumstance with your confusion and your blame



And when I get drunk, you take me home and keep me safe from harm

When I get drunk, you take me home



I ask you for another second chance, but then I drink it all away

And I get bellicose when you react full of frustration and dismay

I was so delicate when we began, so tender when I spoke your name

But now I'm nothing but a partisan to my compulsion and my shame



And when I get drunk, you take me home and keep me safe from harm

When I get drunk, you take me home



You know, I'm grateful, I appreciate

But in fact, it's baleful how I suck you dry

How I suck you dry

How I suck you dry

How I suck you

How I suck you dry

How I suck you dry

How I suck you dry



I love you more than any man, but I seem to lay it all to waste

I do you harm because I can with a joke in questionable taste

I've such duplicity at my command, so I keep on lying to your face

Then I run away to wonderland, and disappear without trace



And when I get drunk, you take me home and keep me safe from harm

When I get drunk, you take me home



You know, I'm grateful, I appreciate

But, in fact, it's baleful how I suck you dry

How I suck you dry

How I suck you dry

How I suck you



How I suck you dry

How I suck you dry

How I suck you dry","alternative rock, melancholic, piano rock",alternative rock,melancholic,piano rock
