artist,song,lyrics,genres,genre_1,genre_2,genre_3
Johnny Cash,Where We'll Never Grow Old,"I have heard of a land on the far away strand 

'Tis a beautiful home of the soul 

Built by Jesus on high, there we never shall die 

'Tis a land where we never grow old 



Never grow old, never grow old 

In a land where we'll never grow old 

Never grow old, never grow old 

In a land where we'll never grow old 



In that beautiful home where we'll never more roam 

We shall be in the sweet by and by 

Happy praise to the king thru eternity sing 

'Tis a land where we never shall die 



When our work here is done and the life crown is won 

And out troubles and trials are o'er 

All our sorrows will end and our voices will blend 

With the loved ones who've gone on before","country, acoustic, folk",country,acoustic,folk
Alan Jackson,Freight Train,"I just came down from Chippewa

Had as station wagon and a hundred dollars

Thinking about the girl I'd lost a year before

I hadn't seen her for some time

Thought I might go on by when your memory came flooding in and you closed that door



Wish I was a freight train baby

Wish I was a diesel locomotive

I'd come whistling down your track crashing in your door

Wish I was a freight train baby

Wish I didn't have a heart

You need a shovel for the coal just to get me started

Wish I was a freight train baby

Wish I was a freight train baby

Wish I was a freight train



Well every time I talk to you I hear your jealous lines

I feel like I've been left abandoned on some old railway side

And every time I hear your voice my water just gets cold

My stoker will not stoke and my boiler will not boil



Wish I was a freight train baby

Wish I was a diesel locomotive

I'd come whistling down your track crashing in your door

Wish I was a freight train baby

Wish I didn't have a heart

You need a shovel for the coal just to get me started

Wish I was a freight train baby

Wish I was a freight train baby

Wish I was a freight train



Well every time I fell behind I could not get ahead

I wish someone would pull the lever and give me a little sand

And every time I slip behind even further back

I wish some switch man would come out of the fog and change my track



Wish I was a freight train baby

Wish I was a diesel locomotive

I'd come whistling down your track crashing in your door

Wish I was a freight train baby

Wish I didn't have a heart

You need a shovel for the coal just to get me started

Wish I was a freight train baby

Wish I was a freight train baby

Wish I was a freight train



Wish I was a freight train baby

Wish I was a diesel locomotive

I'd come whistling down your track crashing in your door

Wish I was a freight train baby

Wish I didn't have a heart

You need a shovel for the coal just to get me started

Wish I was a freight train baby

Wish I was a freight train baby

Wish I was a freight train","country, new traditionalist, modern country",country,new traditionalist,modern country
Alan Jackson,She Likes It Too,"I got my first motorcycle when I turned sixteen

I remember my mamma raisin' cane with me

She said, Son tell me why you wanna ride that thing

She didn't know about the blonde at the Dairy Queen



I got my own reasons why I do what I do

I like to ride motorcycles

And she likes it too

I like to ride motorcycles

And he likes it too



I always wore my hair just a little too long

Daddy didn't like it and he made no bones

If I'd have gotten it cut like he wanted me to

She wouldn't have had nothin' left to run her fingers through



I got my own reasons why I do what I do

I like to wear my hair long

And she likes it too

I like to wear my hair long

And she likes it too



I remember ridin' around with my buddies back home

Listenin' to some country on the radio

When they tried to change the station to some Rock 'n' Roll

I'd turn the Opry up just as loud as it'd go



I got my own reasons why I do what I do

I like country music

She likes it too

I like country music

She likes it too



Now I got a big Harley

And my hair is still long

And I'm still listening to a country song



I got my own reasons

Why I do what I do

I know what I like

She likes it too

I know what I like

She likes it too

Yeah I know what I like

She likes it too","perquien, country, 90s",perquien,country,90s
Eagles,One Of These Nights,"One of these nights

One of these crazy old nights

We're gonna find out

Pretty mama

What turns on your lights

The full moon is calling

The fever is high

And the wicked wind whispers

And moans



You got your demons

And you got desires

Well, I got a few of my own



Oh, someone to be kind to in

Between the dark and the light

Oh, coming right behind you

Swear I'm gonna find you

One of these nights



One of these dreams

One of these lost and lonely dreams now

We're gonna find one

One that really screams



I've been searching for the daughter

Of the devil himself

I've been searching for an angel in white

I've been waiting for a woman who's a little

Of both

And I can feel her but she's nowhere

In sight



Oh, loneliness will blind you

In between the wrong and the right

Oh, coming right behind you

Swear I'm gonna find you

One of these nights



One of these nights

In between the dark and the light

Coming right behind you

Swear I'm gonna find you

Get ya baby one of these nights



One of these nights

One of these nights



I can feel it

I can feel it

One of these nights

Coming right behind you

Swear I'm gonna find you now

One of these nights



And it gets so dark, so dark

In the cold and lonely

One of these nights

One of these crazy, crazy, crazy nights

One of these nights

Swear I'm gonna find you

Coming right behind you now

One of these nights

Ooh ooh



One of these nights

Ah and I wanna say ah!

One of these nights

Yes ah one of these one of these

One of these nights

Ah coming right behind you

Swear I'm gonna find you

One of these nights

One of these nights

One of these crazy old nights

One of these nights","classic rock, 70s, rock",classic rock,70s,rock
Paula Fernandes,Ode To My Family,,"sertanejo, brazilian, country",sertanejo,brazilian,country
Lady A,Nothin' Like The First Time,,"country, modern country, lady antebellum",country,modern country,lady antebellum
Dolly Parton,Because One Of Us Was Wrong,,"country, female vocalists, singer-songwriter",country,female vocalists,singer-songwriter
Dolly Parton,Endless Stream Of Tears,"I cry awake at night and hug my pillow

And pray that I will die before I wake

No such luck

Another day of cryin'

Don't know how much more my old heart can break



Flooded with these memories and emotions

The tears like rain keep on falling down

They say that I'll forget

But my face is just as wet

As it was the day you left this town



Drowning in this endless, endless

Drowning in an endless stream of tears

It's relentless and I'm defenseless

Drowning in an endless stream of tears



I can't believe that I can talk about it

I never thought I'd live to see this day

But a broken heart won't kill you

You just want to die

But you have to go on livin' anyway

I feel it through and through

And I've never been so blue

And I cried a river over you



Drowning in this endless, endless

Drowning in an endless stream of tears

It's relentless and I'm defenseless

Drowning in an endless stream of tears



Oh, I'm drowning in this endless, endless

Drowning in this endless, endless

Drowning in this endless, endless

Drowning in this endless stream of tears","country, female vocalists, folk",country,female vocalists,folk
Dolly Parton,I Forgot More Than You'll Ever Know,,"country, female vocalists, singer-songwriter",country,female vocalists,singer-songwriter
Dolly Parton,Let Love Grow,"Love can grow in the strangest places,

Might find love in strangers faces.

Waiting just around the corner for all you know.



Love can grow where you least expect it,

Take and chance and don't reject it.

Love will grow if one just lets it,

Let love grow.



I know you, have feelings for me too

But you're afraid to try to love again.



I know your heart is true

But this is all so new.

I wonder what I'll do,



If I would let you in.



It's a chance that's worth the taking.

Love is always out there for the making.

Find it in the eyes of someone that you know.



In any color, shape or fashion

There is no denying passion.

Love is always everlasting,

Let love grow.

Yeah



Love can fill the empty spaces,

Dry our tears and all their traces,

Mend our broken hearts and heal our souls.



Hindsights always out to blind you.



Look ahead



And not behind you.

Look for love and let it find you,

Let love grow..



Love will grow if one just lets it,



Let love grow.

Let love grow..","country, female vocalists, folk",country,female vocalists,folk
Dolly Parton,Orange Blossom Special,,"country, female vocalists, singer-songwriter",country,female vocalists,singer-songwriter
Dolly Parton,Sweet Music Man,"Sing a song sweet music man

'Cause I won't be there to hold your hand like I used to

I'm through with you

You're a heck of a singer and powerful man

But you surround yourself with people

Who demand so little of you



You touched my soul with your beautiful song

You even had me singin' along right with you

You said I need you

Then you changed the words and added harmony

Then you sang the song you had written for me to someone new



Oh, but nobody sings a love song quite like you do

Oh, and nobody else can make me sing along

Nobody else can make me feel things are right

When I know they're wrong

Nobody sings a love song quite like you



Sing your song sweet music man

Travel the world with a six piece band

That does for you what you tell 'em to

And you try to stay young but the songs are sung

To so many people who've all begun came back on you



Sing your song sad music man

Makin' your living doing one-night stands

They're through with you

They don't need you

You're still a heck of a singer but a broken man

But you'll keep on lookin' for one last fan to sing to

Oh, and nobody sings a love song quite like you do

Oh, and nobody else can make me sing along

And nobody else can make me feel things are right

When they're wrong with a song

Nobody sings a love song quite like you



Sing your song sweet music man

I believe in you","country, female vocalists, singer-songwriter",country,female vocalists,singer-songwriter
Dolly Parton,We Three Kings,"We three kings of Orient are bearing gifts we traverse afar

Field and fountain moor and mountain following yonder star

Born a King on Bethlehem's plain gold I bring to crown him again

King forever ceasing never over us all to reign



Star of wonder star of night star with royal beauty bright

Westward leading still proceeding guide us to Thy perfect light



Frankincense and moor have I my gift of love and sacrifice

Pray'r and praising all men raising worship in God most high



Oh star of wonder star of night...



Westward leading still proceeding guide us to Thy perfect light

We three kings of Orient are bearing gifts we traverse afar we three kings","country, female vocalists, folk",country,female vocalists,folk
Willie Nelson,Ain't Misbehavin',"No one to talk with, all by myself

No one to walk with, I'm happy on the shelf babe

Ain't misbehavin', savin' my love for you



I know for certain the one I love

I'm through with flirtin', you that I'm thinkin' of

Ain't misbehavin'

Oh savin' my love oh baby, love for you



Like Jack Horner in a corner

Don't go nowhere and I don't care

Oh your kisses worth waitin' for, babe



I don't stay out late, don't care to go

I'm home about eight, me and my radio, babe

Ain't misbehavin'

Savin' all my love for you",,,,
Willie Nelson,I Can't Give You Anything But Love,"I can't give you anything but love, baby

That's the only thing I've plenty of, baby

Dream a while, scheme a while

We're sure to find

Happiness and I guess

All those things you've always pined for



Gee I like to see you looking' swell, baby

Diamond bracelets Woolworth doesn't sell, baby

Till that lucky day, you know darn well, baby

I can't give you anything but love



I can't give you anything but love, baby

That's the only thing I've plenty of, baby

Dream a while, scheme a while

We're sure to find

Happiness and I guess

All those things you've always pined for



Gee I like to see you looking' swell, baby

Diamond bracelets Woolworth doesn't sell, baby

Till that lucky day, you know darn well, baby

I can't give you anything but love","country, folk, singer-songwriter",country,folk,singer-songwriter
Willie Nelson,The Wall,"I took on more than I could handle

I bit of more than I could chew

I hit the wall

I went off like a Roman candle

Burnin' everyone I knew

I hit the wall

I hit the wall



And the wall came down

Crashin' down

And there was not a sound



Half my lie I'm ridin' on a rocket

One world to the next and on and on

I hit the wall

Takin' things to make it make me better

Remembering things I never knew I knew

I hit the wall

I hit the wall



And the wall came down

Crashin' down

And there was not a sound



And the wall came down

Roaring crashin' down

And there was not a sound



And the wall came down

Crashin' down

And there was not a sound","country, ballad, 2014",country,ballad,2014
Blake Shelton,Every Goodbye,"Wrong side of town on the second floor

Couple blocks down from the liquor store

I got a love seat and a couple DVDs we can watch... or not

I could call a car, it would be two minutes

'Til it's at the bar and we hop in it

It's pretty clear that we're both here to get over someone



So if you wanna come over, come on

If you need a shoulder, it's on

I know you got your past and baby I got mine, but



But every goodbye

Could be the start of something new

Maybe that starts with me and you

We got all night

To get to know each other better

And try moving on together, together

I could kill the pain that you've been in

You can be my heartbreak medicine

Proof that even dark clouds have a silver lining

Every goodbye

Could be the start of something new

I wanna start something with you



There's a reason that we're both here right now

And a reason everything didn't work out

We're two sets of previous relationships at the same time



Every goodbye

Could be the start of something new

Maybe that starts with me and you

We got all night

To get to know each other better

And try moving on together, together

I could kill the pain that you've been in

You can be my heartbreak medicine

Proof that even dark clouds have a silver lining

Every goodbye

Could be the start of something new

I wanna start something with you



Well, baby come over, come on

If you need a shoulder, it's on

I know you got your past and I got mine



But every goodbye

Could be the start of something new

Maybe that starts with me and you

We got all night

To get to know each other better

And try moving on together



Well, baby come over, come on

If you need a shoulder, it's on

I know you got your past and I got mine

But every goodbye",,,,
Blake Shelton,What's On My Mind,"I can't have this conversation

Without lots of reservations on the line

If there's a way to slip around it

Then I'm bound to get around it one more time 

Honey, you are so persuasive

But it makes me more evasive when you pry

You can label me elusive

But the facts are inconclusive at this time



'Cause you can't handle what's on my mind

I've got roses growing over what you'd find

But keep on asking if you're inclined

'Cause you can't handle what's on my mind 



I don't mean to drive you crazy

Coming off all vague and hazy just because

I don't have an answer for you

I just wouldn't want to bore you if it does



But keep on asking if you're inclined

But, you can't handle what's on my mind

No, you can't handle what's on my mind","country, modern country, blake shelton",country,modern country,blake shelton
Rascal Flatts,Once,"Should've been much further

Than this by now

Little bit more gone

A little less twisted around

Should've been much better

You'd think

But I'm not, I'm still stuck

I'm still here in this rut

Looking back on everything that we had

Holding on to words that we can't take back

What am I to do with the past

When it's all that I have?

And I can't get you back



Now I wait by the phone

In the dark, drunk on hope

I'm so lost, I'm so low

And I just want you to know

Everywhere that I go

I'm reminded of us

Where we've been, all we've done

And all the love that we shared once

Oh, once



I remember you saying I was the one

And nothing could change that

But you were wrong

It's funny how life turns on a dime

Now we don't even talk

I just stare at these walls



And I wait by the phone

In the dark, drunk on hope

I'm so lost, I'm so low

And I just want you to know

Everywhere that I go

I'm reminded of us

Where we've been, all we've done

And all the love that we shared once



Once, you made the world feel so right

Once, you were my morning, noon and night

Why'd we slip away?

Why did it all change?

Now will I ever be the same?



Now I wait by the phone in the dark drunk on hope

I'm so lost I'm so alone, and I just want you to know

Everywhere that I go I'm reminded of us

Where we've been all we've done and all the love that we shared



Now I wait by the phone in the dark drunk on hope

I'm so lost I'm so alone, and I just want you to know

Everywhere that I go I'm reminded of us

Where we've been all we've done and all the love that we shared



Should've been much further

Than this by now

Little bit more gone

A little less twisted around",,,,
Carrie Underwood,Change,"What you gonna do with the thirty-six cents

Sticky with coke on your floorboard

When a woman on the street is huddled in the cold

On a sidewalk bench trying to keep warm

Do you call her over, hand her the change

Ask her story, ask her her name?

Or do you tell yourself



""You're just a fool, just a fool to believe you can change the world""

""You're just a fool, just a fool to believe you can change the world""



Oh, what you gonna do when you're watching TV

And an ad comes on, yeah, you know the kind

Flashing up pictures of a child in need

For a dime a day, you could save a life

Do you call the number, reach out a hand

Or do you change the channel, call it a scam?

Do you tell yourself



""You're just a fool, just a fool to believe you can change the world""

Don't listen to 'em when they say

""You're just a fool, just a fool to believe you can change the world""

Oh, the smallest thing can make all the difference

Love is alive, don't listen to 'em when they say

""You're just a fool, just a fool to believe you can change the world""



The world's so big, it can break your heart

And you just wanna help, not sure where to start

So you close your eyes

And send up a prayer into the dark



""You're just a fool, just a fool to believe you can change the world""

Don't listen to 'em when they say

""You're just a fool, just a fool to believe you can change the world""

Oh, the smallest thing can make all the difference

Love is alive, don't you listen to 'em when they say

""You're just a fool, just a fool to believe you can change the world""",,,,
Carrie Underwood,Thank God For Hometowns,"Yesterday I got a call

Someone I didn't know at all had passed away

Mama said, ""Yeah, you know him

You went to school with both his kids

They lived out on Prescott lane""

She said, ""You should've seen the line

Mrs. Johnson said to tell you hi""



Thank God for hometowns

And all the love that makes 'em go 'round

Thank God for the county lines that welcome you back in

When you were dying to get out

Thank God for Church pews

And all the faces that won't forget you

'Cause when you're lost out in this crazy world

You got somewhere to go and get found

Thank God for hometowns

Yeah



Last June, my cousin tied the knot

Didn't know if I'd go or not

But I'm sure glad I did

It was a pretty good haul, but worth the drive

I could feel myself come back to life

The closer that I'd get

First red light, I rolled the windows down

Breathed it in and took a look around



Thank God for hometowns

First kisses and touchdowns

Thank God for the county lines that welcome you back in

When you were dying to get out

Thank God for Church pews

And all the faces that won't forget you

And when you're lost out in this crazy world

You got somewhere to go and get found

Thank God for hometowns



I always find another piece of me

Walking down these old familiar streets



Thank God for hometowns

And all the love that makes 'em go 'round

Thank God for the county lines that welcome you back in

When you were dying to get out

Thank God for Church pews

And all the faces that won't forget you

And when you're lost out in this crazy world

You got somewhere to go and get found

Thank God for hometowns

Thank God for hometowns",,,,
Faith Hill,No Matta What (Party All Night),,"country, female vocalists, pop",country,female vocalists,pop
Garth Brooks,Cowboys and Angels,"On the eighth day God noticed a problem

For there below Him stood a cowboy alone

Stubborn and proud, reckless and loud

God knew he'd never make it on his own

So God looked out all over creation

And listened as that cowboy prayed

God took passion and thunder

Patience and wonder then He sent down

The best thing that God ever made



Cowboys and angels leather and lace

Salt of the earth meets heavenly grace

Cowboys and angels tested and tried

It's a long way to heaven

And one hell of a ride



Nothin's changed since the dawn of creation

For you will find them together today

And only heaven above them knows why she loves him

But he must be the reason she don't fly away



Cowboys and angels leather and lace

Salt of the earth meets heavenly grace

Cowboys and angels tested and tried

It's a long way to heaven

And one hell of a ride

It's a long way to heaven

And one hell of a ride","country, garth brooks, 90s",country,garth brooks,90s
Garth Brooks,The Gift,"A poor orphan girl named Maria

Was walking to market one day

She stopped for a rest by the roadside

Where a bird with a broken wing lay

A few moments passed till she saw it

For it's feathers were covered with sand

But soon clean and wrapped it was travelling

In the warmth of Maria's small hand



She happily gave her last peso

On a cage made of rushes and twine

She fed it loose corn from the market

And watched it grow stronger with time



Now the Christmas Eve service was coming

And the church shone with tinsel and light

And all of the townfolks brought presents

To lay by the manger that night

There were diamonds and incense

And perfumes

In packages fit for a king

But for one ragged bird in a small cage

Maria had nothing to bring



She waited till just before midnight

So no one would see her go in

And crying she knelt by the manger

For her gift was unworthy of Him



Then a voice spoke to her through the darkness

Maria, what brings you to me

If the bird in the cage is your offering

Open the door and let me see

Though she trembled, she did as He asked her

And out of the cage the bird flew

Soaring up into the rafters

On a wing that had healed good as new



Just then the midnight bells rang out

And the little bird started to sing

A song that no words could recapture

Whose beauty was fit for a king



Now Maria felt blessed just to listen

To that cascade of notes sweet and long

As her offerings was lifted to heaven

By the very first nightingale's song","country, garth brooks, 90s",country,garth brooks,90s
George Strait,Cow Town,"C'mon along and we'll go down

To a place in Texas called Cow Town



You'll never meet a stranger there

Ev'rybody knows if you're in town




[Chorus:]

They'll meet you with a smile and a

'Howdy, How you all' and just a little while

You'll get that Texas drawl

The hats are wide and the boots are brown

You'll just love this place called Cow Town



No matter where I may wonder

No matter where I may roam

There's a place way down yonder

I'm goin there and make it my home



C'mon along and we'll go down

To a place in Texas called Cow Town



You'll never meet a stranger there

Ev'rybody knows if you're in town




[Chorus]



You'll just love this place called Cow Town",,,,
George Strait,I'm All Behind You Now,,"country, george strait, classic country",country,george strait,classic country
George Strait,Seashores Of Old Mexico,,"country, george strait, classic country",country,george strait,classic country
